s_m110_ips 	 0.585 	 0.813 	 0.228 
s_m110_ir 	 0.492 	 0.924 	 0.432 
s_m110_ird 	 0.539 	 0.908 	 0.369 
s_m110_irs 	 0.721 	 1.003 	 0.282 
s_m110_irz 	 0.500 	 0.928 	 0.428 
s_m110_is 	 0.564 	 0.804 	 0.240 
s_m110_ist 	 0.647 	 0.866 	 0.219 
s_m110_it 	 0.388 	 0.578 	 0.191 
s_m110_its 	 0.544 	 0.815 	 0.271 
s_m110_iv 	 0.788 	 1.191 	 0.403 
s_m110_ivd 	 0.257 	 0.651 	 0.394 
s_m110_ivz 	 0.403 	 0.788 	 0.385 
s_m110_ixc 	 0.128 	 0.304 	 0.177 
s_m110_ixd 	 0.096 	 0.480 	 0.384 
s_m110_ixg 	 0.194 	 0.683 	 0.489 
s_m110_ixj 	 0.410 	 0.754 	 0.344 
s_m110_ixs 	 0.427 	 0.664 	 0.237 
s_m110_ixt 	 1.023 	 1.310 	 0.287 
s_m110_ixz 	 0.754 	 1.123 	 0.370 
s_m110_iz 	 0.742 	 1.166 	 0.424 
s_m110_izd 	 0.331 	 0.722 	 0.391 
s_m110_ka 	 0.776 	 1.219 	 0.443 
s_m110_kam 	 0.520 	 0.912 	 0.392 
s_m110_kan 	 0.376 	 0.850 	 0.475 
s_m110_kap 	 0.618 	 0.883 	 0.266 
s_m110_kar 	 0.319 	 0.803 	 0.483 
s_m110_kaxg 	 0.297 	 0.680 	 0.383 
s_m110_kc 	 0.360 	 0.863 	 0.503 
s_m110_kcl 	 0.522 	 0.928 	 0.406 
s_m110_kcs 	 0.325 	 0.710 	 0.385 
s_m110_kct 	 0.502 	 0.771 	 0.269 
s_m110_kcz 	 0.345 	 0.827 	 0.482 
s_m110_ke 	 0.456 	 0.791 	 0.334 
s_m110_kek 	 0.422 	 0.669 	 0.247 
s_m110_kel 	 0.189 	 0.597 	 0.408 
s_m110_kem 	 0.798 	 1.186 	 0.388 
s_m110_ken 	 0.364 	 0.752 	 0.389 
s_m110_kep 	 0.558 	 0.821 	 0.263 
s_m110_ker 	 0.678 	 1.183 	 0.504 
s_m110_kes 	 0.663 	 1.012 	 0.349 
s_m110_ket 	 0.795 	 1.085 	 0.291 
s_m110_ki 	 0.454 	 0.829 	 0.375 
s_m110_kip 	 1.105 	 1.337 	 0.231 
s_m110_kiz 	 0.907 	 1.303 	 0.397 
s_m110_klc 	 0.180 	 0.807 	 0.627 
s_m110_kle 	 0.372 	 0.841 	 0.469 
s_m110_kli 	 0.712 	 1.097 	 0.385 
s_m110_klo 	 0.118 	 0.581 	 0.463 
s_m110_klu 	 0.158 	 0.630 	 0.472 
s_m110_klxa 	 0.268 	 0.707 	 0.439 
s_m110_klxi 	 0.275 	 0.629 	 0.354 
s_m110_klxq 	 0.686 	 1.090 	 0.405 
s_m110_klxw 	 0.347 	 0.822 	 0.475 
s_m110_klxy 	 0.226 	 0.809 	 0.583 
s_m110_ko 	 0.536 	 0.893 	 0.357 
s_m110_kod 	 0.076 	 0.490 	 0.414 
s_m110_kol 	 0.514 	 0.956 	 0.443 
s_m110_kor 	 0.237 	 0.619 	 0.382 
s_m110_kos 	 0.233 	 0.533 	 0.300 
s_m110_kot 	 0.290 	 0.544 	 0.254 
s_m110_koxc 	 0.528 	 0.815 	 0.287 
s_m110_krc 	 0.210 	 0.712 	 0.502 
s_m110_kre 	 0.270 	 0.699 	 0.430 
s_m110_kri 	 0.484 	 0.970 	 0.486 
s_m110_kro 	 0.305 	 0.757 	 0.451 
s_m110_kru 	 0.173 	 0.593 	 0.420 
s_m110_krxa 	 0.897 	 1.286 	 0.388 
s_m110_krxe 	 0.401 	 0.753 	 0.353 
s_m110_krxi 	 0.210 	 0.423 	 0.213 
s_m110_krxq 	 0.248 	 0.765 	 0.517 
s_m110_krxw 	 0.369 	 0.830 	 0.462 
s_m110_krxy 	 0.075 	 0.586 	 0.511 
s_m110_ku 	 0.535 	 0.957 	 0.422 
s_m110_kul 	 0.290 	 0.649 	 0.358 
s_m110_kwa 	 1.086 	 1.525 	 0.439 
s_m110_kwc 	 0.552 	 1.020 	 0.468 
s_m110_kwe 	 0.089 	 0.622 	 0.533 
s_m110_kwo 	 0.322 	 0.779 	 0.458 
s_m110_kwxe 	 0.895 	 1.257 	 0.362 
s_m110_kwxi 	 0.540 	 0.835 	 0.295 
s_m110_kwxr 	 0.399 	 0.937 	 0.538 
s_m110_kwxy 	 0.288 	 0.802 	 0.514 
s_m110_kxa 	 0.477 	 0.785 	 0.307 
s_m110_kxal 	 0.424 	 0.751 	 0.326 
s_m110_kxam 	 0.382 	 0.663 	 0.281 
s_m110_kxan 	 0.519 	 0.765 	 0.246 
s_m110_kxap 	 0.781 	 0.941 	 0.159 
s_m110_kxas 	 0.242 	 0.609 	 0.368 
s_m110_kxat 	 0.530 	 0.812 	 0.282 
s_m110_kxe 	 0.528 	 0.874 	 0.346 
s_m110_kxen 	 0.259 	 0.514 	 0.255 
s_m110_kxep 	 0.670 	 0.900 	 0.230 
s_m110_kxet 	 0.362 	 0.648 	 0.287 
s_m110_kxi 	 0.947 	 1.281 	 0.333 
s_m110_kxid 	 0.364 	 0.624 	 0.261 
s_m110_kxik 	 0.264 	 0.495 	 0.231 
s_m110_kxil 	 0.170 	 0.566 	 0.397 
s_m110_kxin 	 0.653 	 0.927 	 0.275 
s_m110_kxit 	 0.505 	 0.798 	 0.293 
s_m110_kxixg 	 0.245 	 0.465 	 0.220 
s_m110_kxixj 	 0.347 	 0.644 	 0.297 
s_m110_kxo 	 0.750 	 1.134 	 0.384 
s_m110_kxq 	 0.248 	 0.585 	 0.337 
s_m110_kxqm 	 0.516 	 0.858 	 0.342 
s_m110_kxqn 	 0.561 	 0.876 	 0.316 
s_m110_kxqp 	 0.689 	 0.984 	 0.295 
s_m110_kxqs 	 0.469 	 0.900 	 0.431 
s_m110_kxqt 	 0.281 	 0.617 	 0.337 
s_m110_kxqxc 	 0.808 	 1.075 	 0.267 
s_m110_kxqxs 	 0.174 	 0.581 	 0.407 
s_m110_kxr 	 0.636 	 1.085 	 0.449 
s_m110_kxrd 	 0.713 	 1.073 	 0.360 
s_m110_kxrt 	 0.136 	 0.429 	 0.293 
s_m110_kxrz 	 0.571 	 0.942 	 0.371 
s_m110_kxu 	 0.198 	 0.514 	 0.316 
s_m110_kxud 	 0.354 	 0.706 	 0.352 
s_m110_kxuk 	 0.617 	 0.815 	 0.198 
s_m110_kxw 	 0.404 	 0.837 	 0.432 
s_m110_kxwn 	 0.767 	 1.058 	 0.291 
s_m110_kxwt 	 0.359 	 0.619 	 0.260 
s_m110_kxy 	 0.183 	 0.719 	 0.535 
s_m110_kxyn 	 0.512 	 0.884 	 0.372 
s_m110_kyu 	 0.566 	 0.903 	 0.337 
s_m110_la 	 0.224 	 0.748 	 0.523 
s_m110_lak 	 0.551 	 0.839 	 0.289 
s_m110_lan 	 0.365 	 0.738 	 0.373 
s_m110_lar 	 0.504 	 1.041 	 0.537 
s_m110_las 	 0.271 	 0.692 	 0.420 
s_m110_lat 	 0.415 	 0.718 	 0.303 
s_m110_lc 	 0.517 	 0.899 	 0.382 
s_m110_lcg 	 0.241 	 0.612 	 0.372 
s_m110_lcn 	 0.157 	 0.518 	 0.362 
s_m110_lcs 	 0.540 	 0.910 	 0.370 
s_m110_lcxg 	 0.308 	 0.684 	 0.376 
s_m110_lcz 	 0.250 	 0.834 	 0.584 
s_m110_le 	 0.363 	 0.869 	 0.505 
s_m110_led 	 0.147 	 0.604 	 0.457 
s_m110_lek 	 0.376 	 0.627 	 0.251 
s_m110_lem 	 0.539 	 0.877 	 0.338 
s_m110_len 	 0.321 	 0.724 	 0.402 
s_m110_les 	 0.831 	 1.096 	 0.265 
s_m110_let 	 0.469 	 0.762 	 0.293 
s_m110_lev 	 0.360 	 0.735 	 0.376 
s_m110_lez 	 0.640 	 1.075 	 0.434 
s_m110_li 	 0.782 	 1.162 	 0.380 
s_m110_lid 	 0.318 	 0.715 	 0.397 
s_m110_lif 	 0.594 	 0.999 	 0.404 
s_m110_lig 	 0.455 	 0.829 	 0.374 
s_m110_lin 	 0.317 	 0.671 	 0.354 
s_m110_lip 	 0.337 	 0.563 	 0.226 
s_m110_lir 	 0.518 	 1.116 	 0.598 
s_m110_lis 	 0.744 	 1.010 	 0.266 
s_m110_lit 	 0.085 	 0.430 	 0.346 
s_m110_liv 	 0.161 	 0.575 	 0.414 
s_m110_liz 	 0.244 	 0.668 	 0.424 
s_m110_lo 	 0.218 	 0.613 	 0.395 
s_m110_lod 	 0.456 	 0.865 	 0.409 
s_m110_lon 	 0.352 	 0.795 	 0.443 
s_m110_lop 	 0.209 	 0.486 	 0.277 
s_m110_lor 	 0.438 	 0.927 	 0.489 
s_m110_los 	 0.101 	 0.552 	 0.451 
s_m110_loxd 	 0.215 	 0.683 	 0.468 
s_m110_loz 	 0.368 	 0.920 	 0.552 
s_m110_lu 	 0.262 	 0.835 	 0.573 
s_m110_lud 	 0.367 	 0.826 	 0.459 
s_m110_lus 	 0.849 	 1.142 	 0.293 
s_m110_lut 	 0.556 	 0.859 	 0.303 
s_m110_luz 	 0.272 	 0.704 	 0.432 
s_m110_lxa 	 0.553 	 0.892 	 0.339 
s_m110_lxab 	 0.079 	 0.430 	 0.351 
s_m110_lxad 	 0.527 	 0.832 	 0.306 
s_m110_lxak 	 0.432 	 0.793 	 0.361 
s_m110_lxam 	 0.649 	 0.966 	 0.317 
s_m110_lxan 	 0.489 	 0.807 	 0.317 
s_m110_lxas 	 0.897 	 1.214 	 0.317 
s_m110_lxav 	 0.480 	 0.890 	 0.410 
s_m110_lxe 	 0.383 	 0.769 	 0.387 
s_m110_lxef 	 0.524 	 0.723 	 0.199 
s_m110_lxeg 	 0.592 	 0.946 	 0.354 
s_m110_lxek 	 0.551 	 0.822 	 0.270 
s_m110_lxen 	 0.319 	 0.653 	 0.334 
s_m110_lxes 	 0.536 	 0.879 	 0.343 
s_m110_lxet 	 0.567 	 0.863 	 0.296 
s_m110_lxexg 	 0.489 	 0.821 	 0.331 
s_m110_lxi 	 0.155 	 0.665 	 0.510 
s_m110_lxid 	 0.786 	 1.053 	 0.267 
s_m110_lxif 	 0.496 	 0.836 	 0.340 
s_m110_lxik 	 0.442 	 0.656 	 0.213 
s_m110_lxim 	 0.226 	 0.477 	 0.251 
s_m110_lxin 	 0.512 	 0.782 	 0.270 
s_m110_lxip 	 0.440 	 0.626 	 0.187 
s_m110_lxis 	 0.316 	 0.633 	 0.317 
s_m110_lxit 	 0.242 	 0.523 	 0.281 
s_m110_lxiv 	 0.224 	 0.591 	 0.367 
s_m110_lxixg 	 0.195 	 0.535 	 0.340 
s_m110_lxixj 	 0.468 	 0.904 	 0.436 
s_m110_lxixs 	 0.188 	 0.494 	 0.306 
s_m110_lxo 	 0.651 	 1.147 	 0.497 
s_m110_lxon 	 0.085 	 0.454 	 0.369 
s_m110_lxq 	 0.432 	 0.879 	 0.447 
s_m110_lxqb 	 0.584 	 1.054 	 0.470 
s_m110_lxqd 	 0.214 	 0.764 	 0.550 
s_m110_lxqf 	 0.085 	 0.509 	 0.424 
s_m110_lxqg 	 0.367 	 0.790 	 0.423 
s_m110_lxqk 	 0.431 	 0.776 	 0.345 
s_m110_lxqm 	 0.014 	 0.498 	 0.484 
s_m110_lxqn 	 0.219 	 0.647 	 0.428 
s_m110_lxqp 	 0.344 	 0.660 	 0.316 
s_m110_lxqs 	 0.548 	 1.006 	 0.459 
s_m110_lxqt 	 0.271 	 0.597 	 0.326 
s_m110_lxqxg 	 0.107 	 0.586 	 0.479 
s_m110_lxr 	 0.207 	 0.671 	 0.465 
s_m110_lxrk 	 0.342 	 0.643 	 0.302 
s_m110_lxrn 	 0.454 	 0.814 	 0.360 
s_m110_lxrz 	 0.176 	 0.773 	 0.598 
s_m110_lxu 	 0.626 	 1.078 	 0.452 
s_m110_lxuk 	 0.113 	 0.397 	 0.284 
s_m110_lxw 	 0.646 	 1.138 	 0.491 
s_m110_lxwd 	 0.628 	 1.191 	 0.563 
s_m110_lxy 	 0.690 	 1.267 	 0.576 
s_m110_lxyd 	 0.314 	 0.839 	 0.525 
s_m110_lxyf 	 0.661 	 0.999 	 0.338 
s_m110_lxyk 	 0.462 	 0.743 	 0.281 
s_m110_lxyn 	 0.453 	 0.993 	 0.540 
s_m110_lxyt 	 0.252 	 0.624 	 0.373 
s_m110_lxyv 	 0.220 	 0.922 	 0.702 
s_m110_lxyz 	 0.045 	 0.686 	 0.640 
s_m110_ma 	 0.177 	 0.488 	 0.310 
s_m110_mak 	 0.375 	 0.608 	 0.233 
s_m110_mam 	 0.544 	 0.826 	 0.282 
s_m110_man 	 0.295 	 0.598 	 0.304 
s_m110_mar 	 0.575 	 0.982 	 0.407 
s_m110_mc 	 0.298 	 0.752 	 0.454 
s_m110_mcl 	 0.196 	 0.577 	 0.382 
s_m110_me 	 0.324 	 0.799 	 0.475 
s_m110_med 	 0.597 	 0.928 	 0.332 
s_m110_mek 	 0.486 	 0.698 	 0.212 
s_m110_mel 	 0.476 	 0.875 	 0.399 
s_m110_men 	 0.619 	 0.901 	 0.282 
s_m110_met 	 0.304 	 0.540 	 0.236 
s_m110_mez 	 0.529 	 0.952 	 0.423 
s_m110_mi 	 0.320 	 0.648 	 0.328 
s_m110_mil 	 0.524 	 0.897 	 0.373 
s_m110_min 	 0.507 	 0.961 	 0.454 
s_m110_mit 	 0.585 	 0.826 	 0.241 
s_m110_miz 	 0.266 	 0.605 	 0.339 
s_m110_mo 	 0.373 	 0.804 	 0.431 
s_m110_mok 	 0.488 	 0.723 	 0.235 
s_m110_mor 	 0.379 	 0.794 	 0.415 
s_m110_mos 	 0.167 	 0.429 	 0.261 
s_m110_mu 	 0.358 	 0.775 	 0.417 
s_m110_mun 	 0.740 	 0.968 	 0.228 
s_m110_muv 	 0.743 	 1.066 	 0.323 
s_m110_mxa 	 0.473 	 0.645 	 0.172 
s_m110_mxal 	 0.437 	 0.750 	 0.313 
s_m110_mxan 	 0.447 	 0.642 	 0.196 
s_m110_mxas 	 0.502 	 0.609 	 0.107 
s_m110_mxaxc 	 1.165 	 1.359 	 0.194 
s_m110_mxaxg 	 0.214 	 0.426 	 0.212 
s_m110_mxe 	 0.772 	 1.036 	 0.264 
s_m110_mxed 	 0.166 	 0.432 	 0.266 
s_m110_mxek 	 0.650 	 0.856 	 0.206 
s_m110_mxel 	 0.872 	 1.222 	 0.350 
s_m110_mxem 	 0.664 	 0.860 	 0.197 
s_m110_mxen 	 0.336 	 0.543 	 0.208 
s_m110_mxes 	 0.660 	 0.869 	 0.210 
s_m110_mxet 	 0.582 	 0.769 	 0.187 
s_m110_mxi 	 0.288 	 0.503 	 0.215 
s_m110_mxid 	 0.234 	 0.420 	 0.186 
s_m110_mxik 	 0.732 	 0.901 	 0.168 
s_m110_mxil 	 0.495 	 0.873 	 0.378 
s_m110_mxin 	 0.569 	 0.761 	 0.192 
s_m110_mxis 	 0.486 	 0.716 	 0.230 
s_m110_mxit 	 0.277 	 0.421 	 0.144 
s_m110_mxixg 	 0.439 	 0.659 	 0.219 
s_m110_mxixj 	 0.904 	 1.137 	 0.234 
s_m110_mxo 	 0.702 	 1.199 	 0.496 
s_m110_mxq 	 0.601 	 0.897 	 0.296 
s_m110_mxqd 	 0.567 	 0.915 	 0.348 
s_m110_mxqk 	 0.245 	 0.532 	 0.288 
s_m110_mxqn 	 0.227 	 0.613 	 0.387 
s_m110_mxqxc 	 0.258 	 0.514 	 0.256 
s_m110_mxr 	 0.521 	 0.873 	 0.352 
s_m110_mxrz 	 0.888 	 1.242 	 0.354 
s_m110_mxu 	 0.413 	 0.729 	 0.316 
s_m110_mxw 	 0.314 	 0.727 	 0.413 
s_m110_mxwn 	 0.632 	 0.990 	 0.358 
s_m110_mxy 	 0.489 	 0.996 	 0.507 
s_m110_mxyl 	 0.408 	 0.907 	 0.499 
s_m110_mxyn 	 0.191 	 0.464 	 0.273 
s_m110_mxyt 	 0.138 	 0.369 	 0.231 
s_m110_myu 	 0.331 	 0.792 	 0.461 
s_m110_na 	 0.122 	 0.463 	 0.341 
s_m110_nak 	 0.441 	 0.701 	 0.260 
s_m110_nam 	 0.495 	 0.791 	 0.296 
s_m110_nan 	 0.313 	 0.692 	 0.379 
s_m110_nat 	 0.470 	 0.663 	 0.193 
s_m110_nc 	 0.625 	 1.089 	 0.465 
s_m110_ne 	 0.442 	 0.906 	 0.464 
s_m110_nem 	 0.703 	 0.988 	 0.285 
s_m110_net 	 0.316 	 0.610 	 0.294 
s_m110_ni 	 0.512 	 0.928 	 0.416 
s_m110_nid 	 0.468 	 0.758 	 0.290 
s_m110_nik 	 0.384 	 0.532 	 0.147 
s_m110_nil 	 0.809 	 1.073 	 0.265 
s_m110_nir 	 0.466 	 0.831 	 0.365 
s_m110_nit 	 0.492 	 0.690 	 0.197 
s_m110_niz 	 1.121 	 1.453 	 0.332 
s_m110_no 	 0.407 	 0.870 	 0.464 
s_m110_non 	 0.181 	 0.496 	 0.315 
s_m110_not 	 0.374 	 0.578 	 0.203 
s_m110_noz 	 0.323 	 0.709 	 0.386 
s_m110_nu 	 0.314 	 0.792 	 0.478 
s_m110_nuk 	 0.638 	 0.804 	 0.166 
s_m110_nun 	 0.467 	 0.751 	 0.285 
s_m110_nut 	 0.353 	 0.583 	 0.230 
s_m110_nuz 	 0.616 	 0.979 	 0.364 
s_m110_nxa 	 0.271 	 0.501 	 0.231 
s_m110_nxaf 	 0.552 	 0.733 	 0.181 
s_m110_nxam 	 0.455 	 0.639 	 0.184 
s_m110_nxan 	 0.421 	 0.645 	 0.224 
s_m110_nxat 	 0.468 	 0.652 	 0.184 
s_m110_nxe 	 0.429 	 0.677 	 0.248 
s_m110_nxeg 	 0.483 	 0.693 	 0.210 
s_m110_nxek 	 0.925 	 1.080 	 0.155 
s_m110_nxet 	 0.485 	 0.714 	 0.229 
s_m110_nxi 	 0.323 	 0.527 	 0.204 
s_m110_nxik 	 0.988 	 1.188 	 0.200 
s_m110_nxin 	 0.458 	 0.709 	 0.251 
s_m110_nxis 	 0.199 	 0.409 	 0.210 
s_m110_nxit 	 0.891 	 1.058 	 0.167 
s_m110_nxixg 	 0.367 	 0.530 	 0.163 
s_m110_nxixj 	 0.658 	 0.951 	 0.293 
s_m110_nxixs 	 0.516 	 0.708 	 0.192 
s_m110_nxo 	 0.583 	 0.962 	 0.379 
s_m110_nxoz 	 0.867 	 1.255 	 0.388 
s_m110_nxq 	 0.415 	 0.836 	 0.422 
s_m110_nxqn 	 0.377 	 0.679 	 0.302 
s_m110_nxr 	 0.249 	 0.744 	 0.494 
s_m110_nxrz 	 0.480 	 0.908 	 0.428 
s_m110_nxu 	 0.582 	 0.826 	 0.244 
s_m110_nxw 	 0.239 	 0.586 	 0.347 
s_m110_nxy 	 0.284 	 0.742 	 0.458 
s_m110_nxyn 	 0.719 	 1.019 	 0.300 
s_m110_nxys 	 0.566 	 0.784 	 0.218 
s_m110_nxyt 	 0.310 	 0.547 	 0.238 
s_m110_nxyz 	 0.522 	 0.925 	 0.403 
s_m110_ob 	 0.167 	 0.515 	 0.348 
s_m110_od 	 0.400 	 0.751 	 0.350 
s_m110_odz 	 0.341 	 0.720 	 0.379 
s_m110_of 	 0.330 	 0.613 	 0.284 
s_m110_og 	 0.910 	 1.292 	 0.382 
s_m110_ok 	 0.476 	 0.692 	 0.216 
s_m110_oks 	 0.405 	 0.603 	 0.199 
s_m110_ol 	 0.210 	 0.629 	 0.419 
s_m110_old 	 0.491 	 0.858 	 0.367 
s_m110_olz 	 0.214 	 0.702 	 0.488 
s_m110_om 	 0.285 	 0.611 	 0.325 
s_m110_omz 	 0.406 	 0.708 	 0.302 
s_m110_on 	 0.366 	 0.696 	 0.330 
s_m110_ond 	 0.277 	 0.707 	 0.431 
s_m110_onz 	 0.925 	 1.332 	 0.408 
s_m110_op 	 0.295 	 0.508 	 0.213 
s_m110_opt 	 0.130 	 0.329 	 0.199 
s_m110_or 	 0.391 	 0.854 	 0.463 
s_m110_ord 	 0.355 	 0.692 	 0.337 
s_m110_ors 	 0.291 	 0.549 	 0.258 
s_m110_ort 	 0.246 	 0.472 	 0.227 
s_m110_orxt 	 0.297 	 0.571 	 0.274 
s_m110_orz 	 0.361 	 0.705 	 0.345 
s_m110_os 	 0.323 	 0.619 	 0.295 
s_m110_ost 	 0.341 	 0.632 	 0.290 
s_m110_ot 	 0.097 	 0.370 	 0.273 
s_m110_ots 	 0.139 	 0.353 	 0.214 
s_m110_ov 	 0.143 	 0.537 	 0.394 
s_m110_oxc 	 0.673 	 0.898 	 0.225 
s_m110_oxd 	 0.514 	 0.929 	 0.414 
s_m110_oxdz 	 0.385 	 0.746 	 0.361 
s_m110_oxg 	 0.409 	 0.702 	 0.292 
s_m110_oxj 	 0.192 	 0.586 	 0.395 
s_m110_oxs 	 0.244 	 0.592 	 0.349 
s_m110_oxt 	 0.284 	 0.559 	 0.276 
s_m110_oxz 	 0.643 	 1.074 	 0.432 
s_m110_oz 	 0.377 	 0.798 	 0.421 
s_m110_ozd 	 0.700 	 1.123 	 0.423 
s_m110_pa 	 0.412 	 0.866 	 0.455 
s_m110_pan 	 0.351 	 0.613 	 0.261 
s_m110_pap 	 0.216 	 0.503 	 0.287 
s_m110_par 	 0.703 	 1.067 	 0.365 
s_m110_pat 	 0.959 	 1.250 	 0.292 
s_m110_pc 	 0.420 	 0.780 	 0.360 
s_m110_pcn 	 0.339 	 0.757 	 0.418 
s_m110_pe 	 0.774 	 1.151 	 0.377 
s_m110_ped 	 0.672 	 1.130 	 0.458 
s_m110_pen 	 0.897 	 1.256 	 0.359 
s_m110_per 	 0.547 	 1.094 	 0.547 
s_m110_pes 	 0.330 	 0.609 	 0.278 
s_m110_pet 	 0.276 	 0.500 	 0.225 
s_m110_pez 	 0.116 	 0.589 	 0.473 
s_m110_pi 	 0.716 	 1.186 	 0.470 
s_m110_pid 	 0.477 	 0.846 	 0.370 
s_m110_pik 	 0.925 	 1.134 	 0.209 
s_m110_pil 	 0.827 	 1.274 	 0.447 
s_m110_pir 	 0.352 	 0.748 	 0.396 
s_m110_pis 	 0.268 	 0.510 	 0.242 
s_m110_pit 	 0.411 	 0.679 	 0.268 
s_m110_pixc 	 0.628 	 0.879 	 0.251 
s_m110_piz 	 0.392 	 0.797 	 0.405 
s_m110_ple 	 0.748 	 1.246 	 0.499 
s_m110_pli 	 0.477 	 0.863 	 0.386 
s_m110_plo 	 0.864 	 1.281 	 0.417 
s_m110_plxa 	 0.186 	 0.617 	 0.431 
s_m110_plxe 	 0.402 	 0.816 	 0.414 
s_m110_plxi 	 0.259 	 0.577 	 0.318 
s_m110_plxo 	 0.221 	 0.669 	 0.448 
s_m110_plxq 	 0.132 	 0.603 	 0.471 
s_m110_plxr 	 0.144 	 0.647 	 0.503 
s_m110_plxy 	 0.339 	 0.827 	 0.488 
s_m110_po 	 0.691 	 1.055 	 0.364 
s_m110_pok 	 0.615 	 0.837 	 0.221 
s_m110_por 	 0.506 	 0.895 	 0.389 
s_m110_poz 	 0.476 	 0.937 	 0.461 
s_m110_pra 	 0.554 	 0.954 	 0.400 
s_m110_pre 	 0.386 	 0.795 	 0.409 
s_m110_pri 	 0.013 	 0.527 	 0.514 
s_m110_pro 	 0.393 	 0.789 	 0.396 
s_m110_pru 	 0.583 	 0.983 	 0.400 
s_m110_prxe 	 0.389 	 0.738 	 0.350 
s_m110_prxi 	 0.103 	 0.545 	 0.442 
s_m110_prxq 	 0.461 	 0.900 	 0.439 
s_m110_prxw 	 0.094 	 0.568 	 0.474 
s_m110_prxy 	 0.324 	 0.737 	 0.413 
s_m110_pu 	 0.163 	 0.615 	 0.452 
s_m110_pul 	 0.126 	 0.592 	 0.466 
s_m110_pxa 	 0.564 	 0.875 	 0.311 
s_m110_pxam 	 0.399 	 0.566 	 0.166 
s_m110_pxan 	 0.575 	 0.819 	 0.244 
s_m110_pxe 	 0.665 	 0.973 	 0.308 
s_m110_pxek 	 0.320 	 0.560 	 0.240 
s_m110_pxen 	 0.759 	 1.015 	 0.257 
s_m110_pxet 	 0.302 	 0.550 	 0.248 
s_m110_pxi 	 0.262 	 0.568 	 0.306 
s_m110_pxid 	 0.764 	 0.987 	 0.223 
s_m110_pxik 	 0.548 	 0.767 	 0.219 
s_m110_pxin 	 0.115 	 0.416 	 0.301 
s_m110_pxit 	 0.374 	 0.552 	 0.178 
s_m110_pxixg 	 0.508 	 0.789 	 0.281 
s_m110_pxo 	 0.674 	 1.136 	 0.462 
s_m110_pxon 	 0.402 	 0.769 	 0.367 
s_m110_pxq 	 0.445 	 0.770 	 0.325 
s_m110_pxqk 	 0.385 	 0.698 	 0.313 
s_m110_pxqn 	 0.731 	 1.100 	 0.368 
s_m110_pxqs 	 0.720 	 1.079 	 0.359 
s_m110_pxqxc 	 0.249 	 0.526 	 0.276 
s_m110_pxr 	 1.006 	 1.380 	 0.374 
s_m110_pxrd 	 0.603 	 0.891 	 0.288 
s_m110_pxrz 	 0.212 	 0.676 	 0.465 
s_m110_pxu 	 0.758 	 1.047 	 0.289 
s_m110_pxul 	 0.794 	 1.207 	 0.413 
s_m110_pxut 	 0.323 	 0.594 	 0.271 
s_m110_pxuxs 	 0.133 	 0.428 	 0.295 
s_m110_pxw 	 0.461 	 0.743 	 0.282 
s_m110_pxwn 	 0.223 	 0.565 	 0.343 
s_m110_pxy 	 0.391 	 0.841 	 0.450 
s_m110_pyu 	 0.192 	 0.641 	 0.449 
s_m110_ra 	 0.406 	 0.781 	 0.375 
s_m110_rab 	 0.218 	 0.656 	 0.438 
s_m110_rak 	 0.321 	 0.610 	 0.290 
s_m110_ram 	 0.515 	 0.863 	 0.348 
s_m110_ran 	 0.835 	 1.215 	 0.380 
s_m110_rap 	 0.314 	 0.625 	 0.310 
s_m110_raxz 	 0.252 	 0.876 	 0.624 
s_m110_rc 	 0.217 	 0.855 	 0.638 
s_m110_rcd 	 0.293 	 0.741 	 0.448 
s_m110_rcl 	 0.048 	 0.528 	 0.480 
s_m110_rcn 	 0.109 	 0.542 	 0.433 
s_m110_rcs 	 0.659 	 1.090 	 0.431 
s_m110_rct 	 0.336 	 0.721 	 0.385 
s_m110_rcxg 	 0.065 	 0.515 	 0.449 
s_m110_re 	 0.588 	 1.084 	 0.496 
s_m110_red 	 0.902 	 1.261 	 0.358 
s_m110_rek 	 0.549 	 0.836 	 0.287 
s_m110_rel 	 0.214 	 0.763 	 0.549 
s_m110_rem 	 0.336 	 0.719 	 0.383 
s_m110_ren 	 1.126 	 1.502 	 0.377 
s_m110_rer 	 0.607 	 1.047 	 0.440 
s_m110_res 	 0.549 	 0.849 	 0.301 
s_m110_ret 	 0.284 	 0.551 	 0.266 
s_m110_rez 	 0.800 	 1.317 	 0.517 
s_m110_ri 	 0.035 	 0.432 	 0.397 
s_m110_rid 	 0.348 	 0.775 	 0.427 
s_m110_rif 	 0.561 	 0.912 	 0.351 
s_m110_rik 	 0.016 	 0.404 	 0.388 
s_m110_ril 	 0.534 	 0.962 	 0.428 
s_m110_rim 	 0.319 	 0.771 	 0.451 
s_m110_rin 	 0.635 	 1.028 	 0.393 
s_m110_rir 	 0.125 	 0.630 	 0.505 
s_m110_ris 	 0.736 	 1.087 	 0.351 
s_m110_rit 	 0.243 	 0.504 	 0.261 
s_m110_rixc 	 0.251 	 0.522 	 0.271 
s_m110_riz 	 0.588 	 0.992 	 0.404 
s_m110_ro 	 0.333 	 0.957 	 0.623 
s_m110_rod 	 0.433 	 0.871 	 0.438 
s_m110_rok 	 0.154 	 0.562 	 0.408 
s_m110_rol 	 0.178 	 0.634 	 0.456 
s_m110_ron 	 0.186 	 0.637 	 0.452 
